id,price,bedrooms,Bathrooms,Sqft living,Floors,Waterfront,View,Condition,Grade,lat,long,neighborhood_name,Recommendation
4139900050,1468000.0,4,3.0,5010,2.0,0,0,3,12,47.5469,-122.12700000000001,"Mercer Island, Renton & Bellevue South",7.66
9187200095,432500.0,6,2.0,3080,2.0,0,0,1,7,47.6031,-122.296,Seattle South,7.65
1562100340,295000.0,4,3.0,2120,2.0,0,0,3,8,47.6214,-122.14,"Redmond, Woodinville & Bellevue North",7.65
1257201420,595000.0,4,3.0,3730,2.0,0,0,3,9,47.6725,-122.33,Seattle North,7.65
6664000130,635250.0,3,2.0,2210,1.0,0,0,5,8,47.5904,-122.194,"Mercer Island, Renton & Bellevue South",7.65
4038000040,250000.0,4,2.0,1910,1.0,0,0,4,7,47.6131,-122.12299999999999,"Mercer Island, Renton & Bellevue South",7.65
2870000040,145000.0,2,1.0,800,1.0,0,0,3,6,47.6836,-122.17399999999999,"Redmond, Woodinville & Bellevue North",7.64
7129304540,133000.0,5,2.0,1430,1.5,0,0,3,6,47.5192,-122.266,Seattle South,7.64
9808610190,782000.0,4,2.0,2830,2.0,0,0,3,10,47.6462,-122.191,"Redmond, Woodinville & Bellevue North",7.64
3010300415,383000.0,5,2.0,2280,1.0,0,0,4,8,47.5672,-122.39,Seattle South,7.64
5451100490,884900.0,7,5.0,5370,1.5,0,0,3,8,47.538000000000004,-122.223,"Mercer Island, Renton & Bellevue South",7.64
5039300305,450000.0,3,2.0,1990,2.0,0,0,3,10,47.6361,-122.399,Seattle North,7.64
7228500094,278000.0,4,2.0,1480,1.0,0,0,3,7,47.6147,-122.302,Seattle North,7.62
1923000150,754000.0,5,4.0,3020,2.0,0,0,3,10,47.5627,-122.21600000000001,"Mercer Island, Renton & Bellevue South",7.62
682000030,610000.0,3,2.0,2300,1.0,0,0,3,8,47.6075,-122.2,"Mercer Island, Renton & Bellevue South",7.62
203101370,170000.0,2,1.0,1200,2.0,0,0,2,7,47.6337,-121.961,Union Hill & Sammamish,7.62
5561400340,630000.0,4,4.0,4610,1.0,0,0,4,10,47.4599,-122.0,Maple Valley,7.62
424059100,449228.0,5,2.0,3020,1.0,0,0,3,8,47.5897,-122.179,"Mercer Island, Renton & Bellevue South",7.62
7963900100,680000.0,3,2.0,2620,2.0,0,0,4,8,47.6281,-122.194,"Redmond, Woodinville & Bellevue North",7.61
8728100775,190500.0,3,2.0,1110,2.0,0,0,3,8,47.5929,-122.306,Seattle South,7.61
1137300690,369900.0,4,2.0,2820,2.0,0,0,4,9,47.7387,-122.096,"Redmond, Woodinville & Bellevue North",7.61
7896300592,303500.0,6,4.0,3390,2.0,0,0,3,8,47.5205,-122.288,Seattle South,7.61
2485000076,1050000.0,4,3.0,3680,1.0,0,3,5,10,47.5266,-122.387,Seattle South,7.6
5505700055,345000.0,5,3.0,2080,1.0,0,0,3,7,47.5707,-122.39399999999999,Seattle South,7.6
9141100005,285000.0,4,4.0,2770,2.0,0,0,3,8,47.7412,-122.355,Seattle North,7.59
2771104830,800000.0,4,4.0,2690,2.0,0,3,4,9,47.6418,-122.37200000000001,Seattle North,7.59
9209900315,350000.0,3,2.0,1320,1.0,0,0,3,6,47.6231,-122.292,Seattle North,7.59
9542200220,810000.0,6,3.0,3970,1.0,0,0,4,10,47.5956,-122.178,"Mercer Island, Renton & Bellevue South",7.59
1525069088,442500.0,5,3.0,4240,2.0,0,0,3,8,47.6472,-122.01700000000001,Union Hill & Sammamish,7.59
627300145,1148000.0,10,5.0,4590,1.0,0,2,3,9,47.5861,-122.113,"Mercer Island, Renton & Bellevue South",7.59
1825079018,340000.0,3,2.0,3400,1.0,0,0,3,7,47.6458,-121.955,Union Hill & Sammamish,7.58
3265300410,370000.0,3,1.0,2150,1.0,0,0,3,8,47.6996,-122.30799999999999,Seattle North,7.58
8712100320,585000.0,5,3.0,2350,1.5,0,0,3,8,47.6388,-122.3,Seattle North,7.58
1698900075,740000.0,4,3.0,2890,1.5,0,0,4,9,47.6419,-122.351,Seattle North,7.57
644210020,780000.0,4,2.0,3020,1.0,0,0,4,8,47.5882,-122.19200000000001,"Mercer Island, Renton & Bellevue South",7.57
4006000571,183750.0,5,3.0,1650,1.0,0,0,3,7,47.5293,-122.285,Seattle South,7.57
993001629,265000.0,3,3.0,1120,3.0,0,0,3,8,47.6914,-122.34299999999999,Seattle North,7.57
5450900140,830000.0,5,3.0,3040,1.0,0,0,5,9,47.5562,-122.22,"Mercer Island, Renton & Bellevue South",7.57
2770604920,497000.0,3,3.0,2060,2.0,0,0,3,8,47.6543,-122.37299999999999,Seattle North,7.56
3756100160,678000.0,3,3.0,2770,1.0,0,1,5,8,47.7011,-122.206,"Redmond, Woodinville & Bellevue North",7.56
3271300955,554729.0,4,2.0,2020,2.0,0,0,5,9,47.6503,-122.41,Seattle North,7.56
8833510230,603500.0,4,2.0,4060,1.0,0,4,3,9,47.7678,-122.25399999999999,"Redmond, Woodinville & Bellevue North",7.56
7452500565,260000.0,3,2.0,2710,2.0,0,0,3,6,47.5188,-122.37299999999999,Seattle South,7.56
1997200215,599999.0,9,4.0,3830,2.5,0,0,3,7,47.6927,-122.338,Seattle North,7.56
3126049094,392450.0,4,2.0,2195,1.0,0,0,3,7,47.6965,-122.34200000000001,Seattle North,7.55
9286000240,1067000.0,6,4.0,4860,2.0,0,0,3,11,47.5521,-122.137,"Mercer Island, Renton & Bellevue South",7.55
3210700380,640000.0,4,3.0,2100,1.0,0,0,4,8,47.6006,-122.194,"Mercer Island, Renton & Bellevue South",7.55
2126059234,650000.0,5,4.0,5110,2.0,0,0,3,10,47.7261,-122.17,"Redmond, Woodinville & Bellevue North",7.55
6072760210,437850.0,4,2.0,2670,1.0,0,0,4,8,47.5623,-122.175,"Mercer Island, Renton & Bellevue South",7.55
424049043,450000.0,9,8.0,4050,2.0,0,0,3,7,47.5923,-122.301,Seattle South,7.55
2572400100,302000.0,3,1.0,1600,2.0,0,0,2,7,47.6028,-122.31200000000001,Seattle South,7.55
686800065,667500.0,3,2.0,2130,1.0,0,0,3,9,47.6339,-122.19200000000001,"Redmond, Woodinville & Bellevue North",7.54
2724049185,175000.0,3,2.0,1430,1.0,0,0,2,6,47.5388,-122.275,Seattle South,7.54
7598100735,769000.0,4,3.0,3630,1.0,0,2,4,8,47.566,-122.225,"Mercer Island, Renton & Bellevue South",7.54
6058600220,230000.0,3,2.0,1040,2.0,0,0,3,9,47.5951,-122.301,Seattle South,7.54
8835900086,350000.0,4,3.0,3380,1.0,0,1,3,8,47.5501,-122.26100000000001,Seattle South,7.54
2062600020,530000.0,2,2.0,1785,2.0,0,0,3,7,47.5959,-122.198,"Mercer Island, Renton & Bellevue South",7.54
5015000700,563225.0,3,1.0,2460,1.5,0,0,4,7,47.6268,-122.29700000000001,Seattle North,7.54
2325069054,225000.0,2,1.0,1396,1.0,0,0,3,7,47.6374,-122.007,Union Hill & Sammamish,7.54
3523029059,181000.0,2,2.0,1560,1.0,0,0,2,7,47.4444,-122.509,Seattle South,7.54
7663700401,229000.0,4,2.0,1820,1.5,0,0,3,7,47.7321,-122.296,Seattle North,7.54
3425069117,1275000.0,6,5.0,6160,2.0,0,0,3,11,47.6094,-122.023,Union Hill & Sammamish,7.54
7443000985,475000.0,5,2.0,2010,1.5,0,0,3,6,47.6522,-122.366,Seattle North,7.54
5101402435,312000.0,3,2.0,1540,1.0,0,0,5,7,47.6942,-122.304,Seattle North,7.54
3888100226,461000.0,3,2.0,3600,2.0,0,0,4,6,47.6893,-122.167,"Redmond, Woodinville & Bellevue North",7.53
263000324,550000.0,7,4.0,3440,2.0,0,0,3,7,47.6981,-122.34899999999999,Seattle North,7.53
5272200005,175000.0,2,1.0,1160,1.0,0,0,3,7,47.7149,-122.318,Seattle North,7.53
2225059273,975000.0,5,4.0,5470,2.0,0,0,3,11,47.6368,-122.15899999999999,"Redmond, Woodinville & Bellevue North",7.53
3145600045,302000.0,6,2.0,2650,1.5,0,0,3,8,47.5543,-122.275,Seattle South,7.53
8128600060,600000.0,4,3.0,4690,2.0,0,2,3,10,47.7718,-122.28299999999999,Seattle North,7.53
1924059248,870000.0,4,3.0,4500,2.0,0,2,3,9,47.5581,-122.213,"Mercer Island, Renton & Bellevue South",7.52
4036400110,300000.0,3,3.0,2340,1.0,0,2,3,8,47.7379,-122.289,Seattle North,7.52
4136980090,537000.0,4,4.0,4883,2.0,0,3,3,10,47.263000000000005,-122.21600000000001,Kent & North Auburn,7.52
2025049006,750000.0,7,3.0,3410,1.5,0,0,4,8,47.6454,-122.316,Seattle North,7.52
8141200080,680000.0,8,3.0,2530,2.0,0,0,4,7,47.6241,-122.305,Seattle North,7.52
1775800280,310000.0,5,2.0,2900,2.0,0,0,4,7,47.74100000000001,-122.095,"Redmond, Woodinville & Bellevue North",7.52
9286000150,1125000.0,6,4.0,5330,2.0,0,0,3,11,47.5503,-122.137,"Mercer Island, Renton & Bellevue South",7.52
3226049466,340000.0,2,2.0,1880,1.0,0,0,3,7,47.6946,-122.32799999999999,Seattle North,7.52
644200040,1000000.0,5,4.0,3920,2.0,0,0,3,9,47.5871,-122.19200000000001,"Mercer Island, Renton & Bellevue South",7.52
2568300045,305000.0,6,2.0,1900,1.0,0,0,2,7,47.7037,-122.296,Seattle North,7.52
6885900415,290000.0,4,3.0,2240,2.0,0,0,5,7,47.7427,-122.34,Seattle North,7.51
9268200348,439000.0,5,2.0,2610,1.0,0,0,3,7,47.6969,-122.366,Seattle North,7.51
3523089019,480000.0,4,4.0,3370,2.0,0,3,3,9,47.4398,-121.738,Preston,7.51
1823049202,175000.0,6,2.0,1930,1.0,0,0,3,7,47.4869,-122.34,Seattle South,7.51
4310702787,335000.0,3,3.0,1430,3.0,0,0,3,8,47.6971,-122.34,Seattle North,7.51
3705900124,302000.0,5,2.0,2360,1.5,0,0,5,7,47.7617,-122.335,Seattle North,7.51
2794700120,496000.0,3,4.0,3090,2.0,0,2,4,9,47.3541,-122.45299999999999,Des Moines & Federal Way,7.51
4047200135,289275.0,3,2.0,2860,1.0,0,0,3,9,47.7718,-121.904,Union Hill & Sammamish,7.51
1923300135,365000.0,3,2.0,1820,1.0,0,0,4,7,47.6867,-122.352,Seattle North,7.51
7131300047,235000.0,2,1.0,2150,1.5,0,0,3,7,47.5158,-122.26700000000001,Seattle South,7.51
4139910170,1005000.0,5,3.0,4050,2.0,0,0,3,12,47.5465,-122.12200000000001,"Mercer Island, Renton & Bellevue South",7.51
6450302546,130000.0,2,1.0,840,1.0,0,0,3,7,47.7319,-122.335,Seattle North,7.5
4140900270,160000.0,2,1.0,1140,1.0,0,0,3,8,47.7637,-122.266,Seattle North,7.5
9818700455,518000.0,4,2.0,2320,1.5,0,0,5,8,47.6048,-122.29799999999999,Seattle South,7.5
626049058,275000.0,5,2.0,2570,1.0,0,0,3,7,47.7753,-122.355,Seattle North,7.5
1035000007,210000.0,3,2.0,1830,1.0,0,0,3,7,47.5145,-122.27,Seattle South,7.5
1862400479,350000.0,3,3.0,1600,3.0,0,0,3,8,47.6954,-122.375,Seattle North,7.5
7228500415,480000.0,4,2.0,2520,2.0,0,0,3,8,47.6109,-122.303,Seattle South,7.5
3342700465,250000.0,3,2.0,2840,1.0,0,0,3,8,47.523999999999994,-122.2,"Mercer Island, Renton & Bellevue South",7.5
5561301220,589900.0,4,4.0,3870,2.0,0,0,3,10,47.4677,-122.01,Maple Valley,7.5
8651510380,310000.0,3,2.0,2070,1.0,0,0,3,8,47.6491,-122.061,Union Hill & Sammamish,7.5
4449800681,450000.0,4,2.0,2160,1.0,0,0,4,8,47.6893,-122.38799999999999,Seattle North,7.5
8850000285,350000.0,4,2.0,2300,1.5,0,0,4,7,47.5895,-122.311,Seattle South,7.5
6324000090,210000.0,2,1.0,990,1.0,0,0,1,6,47.5828,-122.382,Seattle South,7.5
5605000595,685000.0,6,2.0,2770,1.5,0,0,3,8,47.6466,-122.304,Seattle North,7.5
2925059260,800000.0,5,2.0,3000,1.0,0,0,3,8,47.6249,-122.206,"Redmond, Woodinville & Bellevue North",7.5
955000060,462500.0,2,2.0,1690,2.0,0,0,3,7,47.621,-122.303,Seattle North,7.5
3886902950,860000.0,4,4.0,3380,1.0,0,1,5,9,47.6839,-122.19,"Redmond, Woodinville & Bellevue North",7.5
7000100631,730000.0,5,2.0,2690,1.0,0,0,4,7,47.5831,-122.191,"Mercer Island, Renton & Bellevue South",7.49
9421500130,378000.0,5,2.0,2760,1.0,0,0,4,8,47.7255,-122.29700000000001,Seattle North,7.49
7454000145,122000.0,2,1.0,740,1.0,0,0,3,6,47.5168,-122.37299999999999,Seattle South,7.49
1237500540,225000.0,3,2.0,1370,1.0,0,0,4,6,47.6774,-122.164,"Redmond, Woodinville & Bellevue North",7.49
1995200215,352000.0,4,2.0,1850,1.0,0,0,3,7,47.6966,-122.324,Seattle North,7.49
5035300255,450000.0,2,2.0,2130,1.0,0,0,3,8,47.6529,-122.411,Seattle North,7.49
4139430910,935000.0,4,3.0,4110,2.0,0,2,3,11,47.5493,-122.117,"Mercer Island, Renton & Bellevue South",7.49
3972900160,190000.0,4,2.0,1580,1.0,0,0,3,7,47.7659,-122.31,Seattle North,7.49
7518505070,402000.0,4,2.0,2000,2.0,0,0,5,7,47.6769,-122.383,Seattle North,7.49
1443500305,194990.0,6,2.0,1560,1.0,0,0,3,6,47.5335,-122.272,Seattle South,7.49
1219000473,164950.0,3,2.0,1570,1.0,0,0,3,7,47.4608,-122.34,Seattle South,7.49
2122700120,235000.0,3,1.0,2230,1.0,0,0,3,7,47.5215,-122.275,Seattle South,7.49
1453601502,303697.0,4,2.0,2520,1.0,0,0,3,7,47.7263,-122.291,Seattle North,7.49
4330600360,142500.0,4,1.0,1440,1.0,0,0,3,6,47.4761,-122.337,Seattle South,7.48
1217000340,185000.0,3,1.0,1840,1.0,0,0,4,7,47.455,-122.35,Seattle South,7.48
1133000235,450000.0,6,2.0,3550,1.0,0,0,4,8,47.7218,-122.31200000000001,Seattle North,7.48
1951800580,590000.0,4,2.0,3700,1.0,0,0,5,8,47.5403,-122.16799999999999,"Mercer Island, Renton & Bellevue South",7.48
9826700726,505000.0,3,2.0,1995,3.0,0,0,3,8,47.6025,-122.31,Seattle South,7.48
8812401450,660000.0,10,3.0,2920,2.0,0,0,4,7,47.6635,-122.32,Seattle North,7.48
7981900110,350000.0,4,3.0,2300,1.5,0,0,3,6,47.5732,-122.305,Seattle South,7.48
1254200015,405000.0,3,2.0,2260,1.5,0,0,3,7,47.681000000000004,-122.38799999999999,Seattle North,7.48
2817100570,453000.0,4,3.0,2300,1.0,0,3,5,8,47.3714,-122.431,Des Moines & Federal Way,7.48
9473200105,425000.0,2,1.0,2110,1.5,0,0,3,7,47.6872,-122.339,Seattle North,7.48
1072010350,380000.0,5,2.0,2760,2.0,0,0,4,9,47.4769,-122.141,"Mercer Island, Renton & Bellevue South",7.48
723069049,379000.0,5,3.0,3000,1.0,0,0,4,7,47.497,-122.088,"Mercer Island, Renton & Bellevue South",7.48
3883800011,82000.0,3,1.0,860,1.0,0,0,3,6,47.4987,-122.34100000000001,Seattle South,7.48
263000018,360000.0,3,2.0,1530,3.0,0,0,3,8,47.6993,-122.346,Seattle North,7.48
2206700215,375000.0,4,2.0,2070,1.0,0,0,5,7,47.566,-122.14,"Mercer Island, Renton & Bellevue South",7.48
4331000265,167000.0,3,2.0,1520,1.0,0,0,3,7,47.4745,-122.34299999999999,Seattle South,7.47
6788203060,690000.0,3,3.0,2480,1.5,0,0,3,9,47.6399,-122.311,Seattle North,7.47
7302000610,316000.0,4,2.0,2120,2.0,0,0,3,7,47.6503,-121.96799999999999,Union Hill & Sammamish,7.47
4139660040,760000.0,5,4.0,3180,2.0,0,0,5,10,47.5501,-122.12799999999999,"Mercer Island, Renton & Bellevue South",7.47
8653600100,750000.0,5,2.0,3120,2.0,0,4,3,11,47.6142,-122.065,Union Hill & Sammamish,7.47
1425059193,817500.0,5,4.0,3600,2.0,0,3,3,10,47.6582,-122.12200000000001,"Redmond, Woodinville & Bellevue North",7.47
9310300160,357000.0,5,2.0,2990,2.0,0,0,3,8,47.7384,-122.348,Seattle North,7.47
1781500435,260000.0,3,2.0,1580,1.0,0,0,5,7,47.5256,-122.38,Seattle South,7.47
8935100100,476000.0,4,3.0,2890,1.0,0,0,3,7,47.6763,-122.28200000000001,Seattle North,7.47
1224049095,959000.0,6,3.0,4440,1.0,0,1,4,9,47.5791,-122.23,"Mercer Island, Renton & Bellevue South",7.47
5694000710,352950.0,3,1.0,1760,1.5,0,0,1,6,47.6598,-122.348,Seattle North,7.47
4006000281,227000.0,3,2.0,2380,1.0,0,0,1,6,47.5294,-122.279,Seattle South,7.47
1900000195,100000.0,2,1.0,930,1.0,0,0,2,6,47.467,-122.34899999999999,Seattle South,7.47
4310702876,398500.0,2,2.0,1780,3.0,0,0,3,8,47.6962,-122.34,Seattle North,7.47
5100404030,523000.0,3,2.0,3000,2.0,0,0,4,8,47.6962,-122.31200000000001,Seattle North,7.47
2919700107,319950.0,2,2.0,1280,2.0,0,0,3,8,47.6905,-122.36399999999999,Seattle North,7.47
1568100300,350000.0,6,4.0,3500,2.0,0,0,3,7,47.7351,-122.295,Seattle North,7.46
8024200010,312000.0,2,1.0,1460,1.0,0,0,2,7,47.7009,-122.31700000000001,Seattle North,7.46
7436300180,530000.0,3,4.0,2320,2.0,0,0,3,9,47.6897,-122.175,"Redmond, Woodinville & Bellevue North",7.46
7548300326,290000.0,4,2.0,1660,1.0,0,0,3,7,47.5878,-122.31200000000001,Seattle South,7.46
2626119062,155000.0,3,1.0,1300,1.0,0,0,3,7,47.7074,-121.36399999999999,Preston,7.46
5282200015,525000.0,5,3.0,2750,1.5,0,0,5,7,47.6845,-122.31299999999999,Seattle North,7.46
1221000562,187000.0,3,2.0,1730,2.0,0,0,3,7,47.4648,-122.335,Seattle South,7.46
3880900245,700000.0,6,3.0,2790,2.5,0,0,4,8,47.626999999999995,-122.361,Seattle North,7.46
2570600140,196000.0,3,2.0,1510,1.0,0,0,1,7,47.7758,-122.238,"Redmond, Woodinville & Bellevue North",7.46
3426049031,870000.0,4,4.0,3010,2.0,0,3,4,10,47.6933,-122.272,Seattle North,7.46
522039106,160000.0,3,1.0,1210,1.0,0,0,2,6,47.4208,-122.445,Des Moines & Federal Way,7.46
7129300595,158000.0,3,2.0,1090,1.0,0,0,3,7,47.5118,-122.259,Seattle South,7.46
2917200675,340000.0,2,2.0,1500,1.0,0,0,4,7,47.7006,-122.35,Seattle North,7.46
7206900075,200000.0,5,2.0,1770,1.0,0,0,4,7,47.5025,-122.14200000000001,"Mercer Island, Renton & Bellevue South",7.46
723049326,104950.0,2,1.0,1170,1.0,0,0,2,6,47.497,-122.346,Seattle South,7.46
586000020,830005.0,4,4.0,3610,3.0,0,0,3,11,47.6992,-122.385,Seattle North,7.46
2770601696,439990.0,3,2.0,1930,2.0,0,0,3,8,47.6513,-122.384,Seattle North,7.46
263000329,349950.0,3,2.0,1420,3.0,0,0,3,8,47.6982,-122.34899999999999,Seattle North,7.46
13001215,130000.0,3,1.0,1100,1.0,0,0,4,7,47.5231,-122.33200000000001,Seattle South,7.46
1250200786,360000.0,5,2.0,2120,1.0,0,0,4,6,47.5979,-122.29700000000001,Seattle South,7.46
263000325,349000.0,3,2.0,1430,3.0,0,0,3,8,47.698,-122.34899999999999,Seattle North,7.46
9834200885,360000.0,4,2.0,2080,1.0,0,0,5,7,47.571999999999996,-122.29,Seattle South,7.46
926069142,480000.0,4,2.0,2870,2.0,0,0,4,9,47.7568,-122.05,Union Hill & Sammamish,7.46
8122600020,200000.0,4,1.0,1310,1.5,0,0,3,6,47.5384,-122.37,Seattle South,7.46
793200100,360000.0,3,1.0,2350,1.0,0,0,4,7,47.5979,-122.135,"Mercer Island, Renton & Bellevue South",7.45
1873400020,340000.0,8,3.0,2790,1.0,0,0,3,7,47.7565,-122.331,Seattle North,7.45
6071000030,610000.0,5,3.0,2930,1.0,0,0,4,9,47.5576,-122.186,"Mercer Island, Renton & Bellevue South",7.45
7934000145,450000.0,4,3.0,2900,2.0,0,0,3,7,47.5563,-122.39299999999999,Seattle South,7.45
1424059130,247500.0,3,1.0,1300,1.0,0,0,3,6,47.567,-122.124,"Mercer Island, Renton & Bellevue South",7.45
8965450190,295000.0,3,2.0,1500,2.0,0,0,3,7,47.5605,-122.117,"Mercer Island, Renton & Bellevue South",7.45
2853600155,110000.0,1,1.0,640,1.0,0,0,2,5,47.5144,-122.368,Seattle South,7.45
6344000060,760000.0,4,2.0,2770,1.0,0,0,4,7,47.6255,-122.199,"Redmond, Woodinville & Bellevue North",7.45
2143701015,290500.0,4,3.0,2510,2.0,0,0,3,9,47.4785,-122.228,"Mercer Island, Renton & Bellevue South",7.45
4363700200,190000.0,4,1.0,1190,1.0,0,0,3,6,47.5305,-122.37100000000001,Seattle South,7.45
9144100035,350000.0,3,1.0,1680,1.0,0,0,3,7,47.6993,-122.376,Seattle North,7.45
2734100835,90000.0,1,1.0,780,1.0,0,0,3,5,47.5424,-122.321,Seattle South,7.45
2162000260,699000.0,3,2.0,2740,2.0,0,1,4,10,47.5585,-122.215,"Mercer Island, Renton & Bellevue South",7.45
7994700030,201000.0,5,2.0,1660,1.5,0,0,3,6,47.528999999999996,-121.837,Preston,7.45
4310700665,450000.0,4,3.0,2200,2.0,0,0,3,7,47.7005,-122.339,Seattle North,7.45
2423069120,295000.0,2,2.0,2200,1.0,0,0,3,7,47.4633,-121.976,Maple Valley,7.45
993002177,345000.0,3,2.0,1380,3.0,0,0,3,8,47.6908,-122.34100000000001,Seattle North,7.45
7214700830,480000.0,5,5.0,3830,1.0,0,0,3,8,47.7597,-122.079,"Redmond, Woodinville & Bellevue North",7.45
7905380080,330000.0,5,2.0,2620,1.0,0,0,3,7,47.72,-122.213,"Redmond, Woodinville & Bellevue North",7.45
4322200050,340000.0,3,2.0,1870,1.0,0,0,3,7,47.5371,-122.39299999999999,Seattle South,7.45
6431000987,385000.0,3,2.0,1630,3.0,0,0,3,8,47.6904,-122.34700000000001,Seattle North,7.45
3812400455,291000.0,7,1.0,2350,1.0,0,0,3,7,47.5432,-122.277,Seattle South,7.45
9523102040,440000.0,3,2.0,2260,1.0,0,0,3,7,47.6756,-122.348,Seattle North,7.45
7899800045,107000.0,3,2.0,910,1.0,0,0,3,6,47.5238,-122.35600000000001,Seattle South,7.45
8680100030,374000.0,3,2.0,2000,1.0,0,0,4,6,47.696999999999996,-122.175,"Redmond, Woodinville & Bellevue North",7.45
1424069069,1150000.0,6,4.0,6040,2.0,0,0,3,11,47.5622,-122.00299999999999,Union Hill & Sammamish,7.45
8005100540,215000.0,4,2.0,1860,1.5,0,0,5,8,47.2077,-121.993,Maple Valley,7.45
2770602265,345000.0,3,2.0,1430,1.0,0,0,4,7,47.6462,-122.384,Seattle North,7.45
2770604103,450000.0,3,2.0,1530,2.0,0,0,3,8,47.641999999999996,-122.374,Seattle North,7.45
1525069021,400000.0,3,2.0,2580,1.5,0,0,3,8,47.6465,-122.024,Union Hill & Sammamish,7.44
723049156,149000.0,3,1.0,1700,1.0,0,0,3,6,47.4899,-122.337,Seattle South,7.44
1995200320,280000.0,3,2.0,1220,1.0,0,0,3,7,47.6952,-122.32600000000001,Seattle North,7.44
9828701608,525000.0,3,2.0,1740,2.0,0,0,3,8,47.6206,-122.29700000000001,Seattle North,7.44
2523069146,349900.0,3,2.0,2420,1.0,0,0,5,7,47.4511,-121.976,Maple Valley,7.44
7129304225,305000.0,4,2.0,2340,2.0,0,0,5,7,47.5183,-122.266,Seattle South,7.44
6840701100,382000.0,4,1.0,1740,1.5,0,0,3,7,47.6058,-122.3,Seattle South,7.44
